,Gender,Age,Education,EducationField,YearsAtCompany,Department,EnvironmentSatisfaction,JobLevel,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,Compensation
1200,M,31.0,Some College,Medical,5.0,Information Technology,High,Associate,2.0,Yes,Excellent,8.0,2.0,3.0,2.0,1.0,4.0,6.9535,NJ,23.0,Divorced,11.0,Full Option Plan,Low
1201,F,34.0,Below College,Medical,4.0,Information Technology,Very High,Associate,3.0,Yes,Excellent,9.0,3.0,2.0,2.0,0.0,1.0,0.1445,NY,36.0,Married,12.0,No Option Plan,Low
1202,M,33.0,Masters,Marketing,10.0,Information Technology,Medium,Associate,1.0,No,Excellent,10.0,2.0,2.0,4.0,0.0,9.0,4.828,NY,45.0,Single,14.0,No Option Plan,Low
1203,M,28.0,Some College,Life Sciences,7.0,Information Technology,High,Associate,1.0,Yes,Excellent,7.0,2.0,3.0,7.0,0.0,7.0,4.2246,NY,33.0,Married,12.0,Full Option Plan,Low
1204,F,39.0,Masters,Life Sciences,3.0,Sales,Low,Associate,6.0,No,Excellent,10.0,1.0,3.0,2.0,1.0,2.0,8.4539,NY,28.0,Married,19.0,Full Option Plan,Low
1205,F,56.0,Doctorate,Marketing,0.0,Sales,Very High,Associate,4.0,No,Excellent,6.0,3.0,3.0,0.0,0.0,0.0,9.1506,NJ,20.0,Married,16.0,Full Option Plan,Low
1206,F,58.0,Bachelors,Life Sciences,1.0,Sales,Very High,Executive,4.0,Yes,Excellent,29.0,2.0,2.0,0.0,0.0,0.0,1.9453,NY,50.0,Married,13.0,Full Option Plan,Low
1207,F,42.0,Masters,Marketing,0.0,Sales,Medium,Associate,3.0,Yes,Excellent,14.0,4.0,3.0,0.0,0.0,0.0,7.2556,NJ,30.0,Divorced,12.0,Large Option Plan,Low
1208,F,35.0,Masters,Medical,5.0,Marketing,Medium,Associate,0.0,No,Excellent,6.0,2.0,1.0,3.0,0.0,4.0,6.2713,NY,30.0,Married,16.0,Full Option Plan,Low
1209,F,34.0,Bachelors,Marketing,14.0,Marketing,Low,Manager,1.0,No,Outstanding,14.0,3.0,2.0,8.0,2.0,1.0,3.9974,NY,39.0,Single,21.0,No Option Plan,Low
1210,F,34.0,Masters,Medical,8.0,Marketing,Very High,Manager,1.0,No,Excellent,9.0,2.0,2.0,7.0,1.0,1.0,4.1103,NJ,22.0,Divorced,18.0,Full Option Plan,Low
1211,F,38.0,Bachelors,Life Sciences,1.0,Marketing,Low,Junior Associate,4.0,No,Excellent,20.0,3.0,2.0,0.0,0.0,0.0,3.3342,NY,32.0,Single,14.0,No Option Plan,Low
1212,M,35.0,Masters,Life Sciences,10.0,Marketing,High,Associate,1.0,Yes,Excellent,10.0,2.0,3.0,8.0,0.0,9.0,7.903,NY,27.0,Married,11.0,No Option Plan,Low
1213,M,27.0,Bachelors,Marketing,7.0,Sales,Very High,Associate,1.0,No,Excellent,7.0,5.0,3.0,7.0,0.0,7.0,2.2027,NY,36.0,Single,14.0,No Option Plan,Low
1214,M,39.0,Masters,Marketing,20.0,Sales,Medium,Executive,0.0,No,Excellent,21.0,3.0,3.0,8.0,11.0,10.0,8.3175,NJ,49.0,Single,12.0,No Option Plan,Low
1215,F,40.0,Some College,Marketing,11.0,Sales,Medium,Associate,3.0,No,Excellent,15.0,4.0,3.0,8.0,5.0,10.0,2.5172,NY,47.0,Married,14.0,Full Option Plan,Low
1216,F,38.0,Masters,Life Sciences,15.0,Sales,Very High,Associate,0.0,No,Excellent,16.0,3.0,3.0,13.0,5.0,8.0,2.649,NY,33.0,Married,15.0,Large Option Plan,Low
1217,M,31.0,Some College,Life Sciences,2.0,Sales,Low,Junior Associate,0.0,No,Excellent,3.0,1.0,3.0,2.0,1.0,2.0,6.2861,NJ,19.0,Married,19.0,Full Option Plan,Low
1218,M,32.0,Masters,Medical,2.0,Sales,Medium,Junior Associate,0.0,No,Excellent,3.0,2.0,3.0,2.0,2.0,2.0,6.6997,NY,44.0,Married,14.0,Full Option Plan,Low
1219,M,32.0,Masters,Marketing,14.0,Sales,High,Manager,1.0,No,Excellent,14.0,3.0,3.0,10.0,5.0,7.0,5.8833,NJ,24.0,Married,19.0,Large Option Plan,Low
1220,M,25.0,Some College,Other,5.0,Finance,Low,Associate,0.0,Yes,Outstanding,6.0,3.0,2.0,3.0,0.0,4.0,3.4737,NY,35.0,Divorced,22.0,Full Option Plan,Low
1221,M,52.0,Masters,Life Sciences,9.0,Finance,Low,Junior Associate,2.0,No,Excellent,16.0,3.0,2.0,8.0,0.0,0.0,5.5446,NY,31.0,Divorced,15.0,Large Option Plan,Low
1222,M,21.0,Below College,Medical,2.0,Finance,High,Junior Associate,1.0,Yes,Excellent,2.0,6.0,3.0,2.0,1.0,2.0,1.471,NY,24.0,Single,11.0,No Option Plan,Low
1223,M,36.0,Bachelors,Medical,9.0,Finance,Low,Manager,0.0,No,Excellent,10.0,2.0,3.0,7.0,3.0,4.0,6.8394,NJ,19.0,Married,19.0,Large Option Plan,Low
1224,F,34.0,Bachelors,Marketing,8.0,Finance,Very High,Associate,1.0,No,Outstanding,8.0,2.0,3.0,7.0,1.0,7.0,3.8066,NY,22.0,Married,21.0,Large Option Plan,Low
1225,M,36.0,Masters,Marketing,15.0,Sales,Very High,Associate,1.0,No,Outstanding,15.0,4.0,2.0,12.0,11.0,11.0,7.6785,NY,19.0,Divorced,24.0,Full Option Plan,Low
1226,M,41.0,Bachelors,Life Sciences,5.0,Sales,High,Associate,2.0,No,Excellent,14.0,5.0,3.0,4.0,0.0,4.0,7.9742,NJ,27.0,Divorced,11.0,Full Option Plan,Low
1227,F,38.0,Some College,Life Sciences,10.0,Sales,Low,Associate,1.0,No,Excellent,10.0,1.0,3.0,7.0,1.0,9.0,3.5087,NY,49.0,Married,11.0,Full Option Plan,Low
1228,F,36.0,Masters,Marketing,6.0,Sales,Medium,Associate,4.0,No,Excellent,8.0,2.0,2.0,3.0,0.0,0.0,5.66,NY,46.0,Married,13.0,Full Option Plan,Low
1229,M,45.0,Bachelors,Life Sciences,5.0,Sales,Very High,Associate,8.0,No,Excellent,8.0,3.0,3.0,3.0,0.0,1.0,2.6553,NY,28.0,Single,15.0,No Option Plan,Low
1230,F,39.0,Below College,Marketing,20.0,Sales,Medium,Executive,0.0,No,Excellent,21.0,2.0,2.0,9.0,9.0,6.0,7.3785,NY,26.0,Married,11.0,Full Option Plan,Low
1231,F,26.0,Bachelors,Other,4.0,Operations,Very High,Junior Associate,0.0,No,Excellent,5.0,2.0,3.0,2.0,0.0,0.0,8.7145,NY,32.0,Single,18.0,No Option Plan,Low
1232,M,49.0,Bachelors,Medical,9.0,Operations,Very High,Associate,2.0,No,Excellent,17.0,3.0,2.0,6.0,0.0,8.0,7.6658,NY,25.0,Married,14.0,No Option Plan,Low
1233,M,37.0,Masters,Human Resources,3.0,Human Resources,High,Junior Associate,4.0,Yes,Outstanding,7.0,3.0,3.0,2.0,0.0,2.0,7.7631,NY,48.0,Divorced,22.0,No Option Plan,Low
1234,M,19.0,Some College,Technical Degree,1.0,Human Resources,Low,Junior Associate,1.0,No,Excellent,1.0,3.0,4.0,0.0,0.0,0.0,9.088,NJ,40.0,Single,12.0,No Option Plan,Low
1235,M,34.0,Bachelors,Human Resources,3.0,Information Technology,Medium,Manager,9.0,Yes,Excellent,11.0,2.0,3.0,2.0,0.0,2.0,7.6371,NY,23.0,Divorced,15.0,Small Option Plan,Low
1236,M,26.0,Masters,Life Sciences,7.0,Information Technology,Medium,Junior Associate,0.0,Yes,Excellent,8.0,2.0,2.0,7.0,1.0,0.0,8.0988,NJ,19.0,Divorced,11.0,Full Option Plan,Low
1237,M,44.0,Some College,Medical,20.0,Information Technology,Medium,Manager,9.0,No,Excellent,24.0,1.0,3.0,6.0,3.0,6.0,7.4028,NJ,33.0,Married,14.0,Full Option Plan,Low
1238,M,34.0,Masters,Technical Degree,2.0,Information Technology,Low,Junior Associate,1.0,No,Excellent,2.0,0.0,3.0,2.0,2.0,2.0,5.5856,NY,23.0,Married,15.0,No Option Plan,Low
1239,M,24.0,Below College,Human Resources,1.0,Information Technology,Very High,Junior Associate,1.0,No,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,3.3524,NY,32.0,Married,11.0,Full Option Plan,Low
1240,M,30.0,Bachelors,Human Resources,4.0,Information Technology,High,Junior Associate,6.0,No,Excellent,6.0,0.0,2.0,2.0,1.0,2.0,3.0367,NY,38.0,Divorced,11.0,Full Option Plan,Low
1241,F,26.0,Some College,Medical,5.0,Human Resources,Very High,Junior Associate,0.0,Yes,Excellent,6.0,3.0,3.0,1.0,1.0,4.0,5.5254,NY,39.0,Married,11.0,No Option Plan,Low
1242,M,31.0,Doctorate,Human Resources,1.0,Human Resources,Very High,Junior Associate,0.0,No,Excellent,2.0,4.0,3.0,0.0,0.0,0.0,4.5289,NY,43.0,Married,17.0,No Option Plan,Low
1243,M,29.0,Bachelors,Human Resources,2.0,Human Resources,Low,Junior Associate,4.0,Yes,Excellent,4.0,3.0,3.0,2.0,2.0,0.0,5.0749,NJ,40.0,Divorced,15.0,Small Option Plan,Low
1244,M,27.0,Bachelors,Human Resources,1.0,Human Resources,Low,Junior Associate,1.0,No,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,7.7361,NJ,49.0,Married,12.0,No Option Plan,Low
1245,M,37.0,Masters,Human Resources,3.0,Human Resources,High,Junior Associate,4.0,Yes,Outstanding,7.0,3.0,3.0,2.0,0.0,2.0,5.1857,NJ,48.0,Divorced,22.0,No Option Plan,Low
1246,F,19.0,Some College,Technical Degree,1.0,Finance,Low,Junior Associate,1.0,No,Excellent,1.0,3.0,4.0,0.0,0.0,0.0,2.9656,NY,40.0,Single,12.0,No Option Plan,Low
1247,M,34.0,Bachelors,Human Resources,3.0,Finance,Medium,Manager,9.0,Yes,Excellent,11.0,2.0,3.0,2.0,0.0,2.0,8.0495,NY,23.0,Divorced,15.0,Small Option Plan,Low
1248,M,26.0,Masters,Life Sciences,7.0,Finance,Medium,Junior Associate,0.0,Yes,Excellent,8.0,2.0,2.0,7.0,1.0,0.0,2.0826,NY,19.0,Divorced,11.0,Full Option Plan,Low
1249,F,44.0,Some College,Medical,20.0,Finance,Medium,Manager,9.0,No,Excellent,24.0,1.0,3.0,6.0,3.0,6.0,9.0783,NY,33.0,Married,14.0,Full Option Plan,Low
1250,F,34.0,Masters,Technical Degree,2.0,Finance,Low,Junior Associate,1.0,No,Excellent,10.0,0.0,3.0,2.0,2.0,2.0,8.6331,NJ,23.0,Married,15.0,No Option Plan,Low
1251,M,24.0,Below College,Human Resources,1.0,Operations,Very High,Junior Associate,1.0,No,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,9.0917,NY,32.0,Married,11.0,Full Option Plan,Low
1252,M,30.0,Bachelors,Human Resources,4.0,Operations,High,Junior Associate,6.0,No,Excellent,6.0,0.0,2.0,2.0,1.0,2.0,8.8501,NJ,38.0,Divorced,11.0,Full Option Plan,Low
1253,F,26.0,Some College,Medical,5.0,Operations,Very High,Junior Associate,0.0,Yes,Excellent,6.0,3.0,3.0,1.0,1.0,4.0,2.5117,NY,39.0,Married,11.0,No Option Plan,Low
1254,F,31.0,Doctorate,Human Resources,1.0,Operations,Very High,Junior Associate,0.0,No,Excellent,2.0,4.0,3.0,0.0,0.0,0.0,2.3293,NY,43.0,Married,17.0,No Option Plan,Low
1255,F,29.0,Bachelors,Human Resources,2.0,Human Resources,Low,Junior Associate,4.0,Yes,Excellent,6.0,3.0,3.0,2.0,2.0,0.0,5.2945,NJ,40.0,Divorced,15.0,Small Option Plan,Low
1256,M,27.0,Bachelors,Human Resources,1.0,Human Resources,Low,Junior Associate,1.0,No,Excellent,9.0,2.0,3.0,0.0,0.0,0.0,3.708,NY,49.0,Married,12.0,No Option Plan,Low
1257,F,37.0,Masters,Human Resources,3.0,Human Resources,High,Junior Associate,4.0,Yes,Outstanding,7.0,3.0,3.0,2.0,0.0,2.0,9.9577,NY,48.0,Divorced,22.0,No Option Plan,Low
1258,M,19.0,Some College,Technical Degree,1.0,Human Resources,Low,Junior Associate,1.0,No,Excellent,1.0,3.0,4.0,0.0,0.0,0.0,6.5026,NY,40.0,Single,12.0,No Option Plan,Low
1259,M,34.0,Bachelors,Human Resources,3.0,Human Resources,Medium,Manager,9.0,Yes,Excellent,11.0,2.0,3.0,2.0,0.0,2.0,3.7292,NY,23.0,Divorced,15.0,Small Option Plan,Low
1260,M,26.0,Masters,Life Sciences,7.0,Human Resources,Medium,Junior Associate,0.0,Yes,Excellent,8.0,2.0,2.0,7.0,1.0,0.0,4.4598,NY,19.0,Divorced,11.0,Full Option Plan,Low
1261,M,44.0,Some College,Medical,20.0,Human Resources,Medium,Manager,9.0,No,Excellent,24.0,1.0,3.0,6.0,3.0,6.0,7.9165,NY,33.0,Married,14.0,Full Option Plan,Low
1262,M,34.0,Masters,Technical Degree,2.0,Human Resources,Low,Junior Associate,1.0,No,Excellent,2.0,0.0,3.0,2.0,2.0,2.0,8.9417,NJ,23.0,Married,15.0,No Option Plan,Low
1263,M,24.0,Below College,Human Resources,1.0,Finance,Very High,Junior Associate,1.0,No,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,8.3531,NY,32.0,Married,11.0,Full Option Plan,Low
1264,F,30.0,Bachelors,Human Resources,4.0,Finance,High,Junior Associate,6.0,No,Excellent,6.0,0.0,2.0,2.0,1.0,2.0,8.345,NY,38.0,Divorced,11.0,Full Option Plan,Low
1265,M,26.0,Some College,Medical,5.0,Finance,Very High,Junior Associate,0.0,Yes,Excellent,6.0,3.0,3.0,1.0,1.0,4.0,5.4785,NY,39.0,Married,11.0,No Option Plan,Low
1266,M,31.0,Doctorate,Human Resources,1.0,Finance,Very High,Junior Associate,0.0,No,Excellent,2.0,4.0,3.0,0.0,0.0,0.0,3.8226,NY,43.0,Married,17.0,No Option Plan,Low
1267,M,29.0,Bachelors,Human Resources,2.0,Finance,Low,Junior Associate,4.0,Yes,Excellent,4.0,3.0,3.0,2.0,2.0,0.0,8.1446,NY,40.0,Divorced,15.0,Small Option Plan,Low
1268,M,27.0,Bachelors,Human Resources,1.0,Information Technology,Low,Junior Associate,1.0,No,Excellent,7.0,2.0,3.0,0.0,0.0,0.0,5.235,NY,49.0,Married,12.0,No Option Plan,Low
1269,M,37.0,Some College,Other,0.0,Information Technology,Very High,Junior Associate,6.0,Yes,Excellent,7.0,3.0,3.0,0.0,0.0,0.0,6.5731,NJ,35.0,Single,15.0,No Option Plan,Low
1270,M,28.0,Bachelors,Life Sciences,4.0,Information Technology,High,Junior Associate,5.0,Yes,Excellent,6.0,4.0,3.0,2.0,0.0,3.0,7.6586,NY,39.0,Single,14.0,No Option Plan,Low
1271,M,34.0,Below College,Medical,4.0,Information Technology,Medium,Junior Associate,2.0,No,Excellent,8.0,2.0,3.0,2.0,1.0,3.0,8.9588,NY,41.0,Single,11.0,No Option Plan,Low
1272,M,32.0,Below College,Life Sciences,10.0,Information Technology,Medium,Junior Associate,1.0,Yes,Outstanding,10.0,5.0,3.0,2.0,6.0,7.0,9.3038,NJ,22.0,Single,22.0,No Option Plan,Low
1273,M,24.0,Bachelors,Medical,2.0,Information Technology,Medium,Junior Associate,2.0,Yes,Excellent,6.0,2.0,2.0,0.0,2.0,0.0,9.1774,NJ,31.0,Married,16.0,Full Option Plan,Low
1274,F,26.0,Bachelors,Life Sciences,1.0,Research & Development,Low,Junior Associate,1.0,No,Excellent,1.0,2.0,2.0,0.0,0.0,1.0,6.9482,NJ,38.0,Single,12.0,No Option Plan,Low
1275,M,41.0,Bachelors,Technical Degree,22.0,Research & Development,Medium,VP to C-Level,1.0,No,Excellent,23.0,0.0,3.0,15.0,15.0,8.0,4.296,NY,46.0,Married,12.0,No Option Plan,Low
1276,F,48.0,Some College,Life Sciences,1.0,Research & Development,Low,Manager,9.0,Yes,Excellent,23.0,2.0,3.0,0.0,0.0,0.0,5.5507,NJ,38.0,Single,13.0,No Option Plan,Low
1277,M,28.0,Masters,Technical Degree,2.0,Research & Development,High,Junior Associate,1.0,Yes,Excellent,2.0,3.0,2.0,2.0,2.0,2.0,0.9891,NY,22.0,Single,13.0,No Option Plan,Low
1278,M,36.0,Bachelors,Medical,1.0,Research & Development,Very High,Junior Associate,0.0,Yes,Excellent,2.0,0.0,2.0,0.0,0.0,0.0,5.579,NY,23.0,Married,17.0,Full Option Plan,Low
1279,M,20.0,Bachelors,Life Sciences,1.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,1.0,5.0,3.0,0.0,1.0,0.0,8.8174,NY,32.0,Single,18.0,No Option Plan,Low
1280,M,34.0,Bachelors,Life Sciences,9.0,Research & Development,Low,Associate,1.0,Yes,Outstanding,9.0,3.0,3.0,7.0,0.0,6.0,5.5433,NY,22.0,Single,24.0,No Option Plan,Low
1281,M,56.0,Masters,Life Sciences,5.0,Research & Development,Medium,Junior Associate,9.0,Yes,Excellent,7.0,2.0,3.0,4.0,4.0,3.0,9.5751,NJ,30.0,Married,18.0,Small Option Plan,Low
1282,M,58.0,Masters,Medical,40.0,Research & Development,Very High,Manager,1.0,No,Excellent,40.0,3.0,2.0,10.0,15.0,6.0,4.2032,NY,49.0,Married,12.0,Full Option Plan,Low
1283,F,51.0,Masters,Life Sciences,4.0,Research & Development,Low,Manager,2.0,No,Excellent,18.0,2.0,3.0,2.0,0.0,3.0,8.1011,NJ,23.0,Single,15.0,No Option Plan,Low
1284,M,32.0,Bachelors,Medical,5.0,Research & Development,Low,Junior Associate,7.0,No,Outstanding,10.0,2.0,4.0,4.0,0.0,4.0,6.3942,NY,47.0,Single,22.0,No Option Plan,Low
1285,M,19.0,Bachelors,Life Sciences,1.0,Research & Development,Medium,Junior Associate,1.0,No,Outstanding,1.0,3.0,2.0,0.0,1.0,0.0,5.8189,NJ,24.0,Single,22.0,No Option Plan,Low
1286,M,35.0,Some College,Life Sciences,1.0,Finance,Medium,Associate,3.0,Yes,Excellent,8.0,1.0,3.0,0.0,0.0,1.0,9.9239,NJ,26.0,Married,13.0,No Option Plan,Low
1287,F,38.0,Below College,Medical,1.0,Finance,Medium,Associate,7.0,Yes,Excellent,17.0,2.0,3.0,0.0,0.0,0.0,7.637,NY,29.0,Married,19.0,No Option Plan,Low
1288,F,30.0,Bachelors,Technical Degree,5.0,Finance,Very High,Junior Associate,5.0,Yes,Excellent,8.0,5.0,3.0,2.0,0.0,4.0,8.677,NJ,34.0,Single,11.0,No Option Plan,Low
1289,M,29.0,Bachelors,Technical Degree,6.0,Finance,High,Junior Associate,0.0,No,Excellent,7.0,1.0,2.0,2.0,1.0,5.0,5.7592,NJ,49.0,Single,14.0,No Option Plan,Low
1290,M,29.0,Below College,Medical,4.0,Finance,High,Junior Associate,1.0,Yes,Excellent,4.0,3.0,2.0,3.0,0.0,1.0,2.5622,NJ,38.0,Single,13.0,No Option Plan,Low
1291,F,33.0,Bachelors,Medical,5.0,Research & Development,High,Junior Associate,5.0,Yes,Excellent,8.0,2.0,1.0,4.0,0.0,4.0,9.4007,NY,35.0,Married,13.0,Full Option Plan,Low
1292,M,33.0,Some College,Life Sciences,9.0,Research & Development,Low,Junior Associate,7.0,No,Outstanding,13.0,3.0,4.0,7.0,1.0,7.0,8.0133,NY,28.0,Married,20.0,No Option Plan,Low
1293,F,32.0,Bachelors,Life Sciences,3.0,Research & Development,Very High,Junior Associate,0.0,Yes,Excellent,4.0,2.0,1.0,2.0,1.0,2.0,3.573,NY,47.0,Single,14.0,No Option Plan,Low
1294,F,37.0,Bachelors,Medical,1.0,Research & Development,Low,Manager,6.0,No,Excellent,17.0,5.0,3.0,0.0,0.0,0.0,5.1797,NY,49.0,Divorced,11.0,Large Option Plan,Low
1295,F,31.0,Some College,Medical,5.0,Research & Development,High,Junior Associate,0.0,No,Excellent,6.0,2.0,4.0,4.0,1.0,4.0,7.3904,NY,34.0,Single,11.0,No Option Plan,Low
1296,M,28.0,Masters,Life Sciences,0.0,Research & Development,Low,Junior Associate,2.0,No,Excellent,5.0,5.0,1.0,0.0,0.0,0.0,6.6768,NJ,34.0,Single,11.0,No Option Plan,Low
1297,F,47.0,Masters,Life Sciences,10.0,Finance,Low,Manager,1.0,Yes,Excellent,10.0,2.0,2.0,7.0,9.0,9.0,9.6794,NY,50.0,Married,12.0,Full Option Plan,Low
1298,F,44.0,Bachelors,Life Sciences,1.0,Finance,Very High,Junior Associate,3.0,Yes,Outstanding,19.0,0.0,1.0,0.0,0.0,0.0,9.0714,NY,24.0,Divorced,22.0,Full Option Plan,Low
1299,F,26.0,Masters,Medical,3.0,Finance,Low,Junior Associate,2.0,Yes,Excellent,5.0,2.0,3.0,2.0,0.0,2.0,8.1963,NY,34.0,Divorced,13.0,Full Option Plan,Low
1300,F,18.0,Bachelors,Life Sciences,0.0,Finance,High,Junior Associate,1.0,No,Excellent,0.0,2.0,3.0,0.0,0.0,0.0,9.0803,NJ,23.0,Single,13.0,No Option Plan,Low
1301,M,52.0,Masters,Medical,8.0,Finance,High,Associate,2.0,No,Excellent,11.0,3.0,2.0,2.0,7.0,7.0,4.5823,NY,19.0,Married,15.0,No Option Plan,Low
1302,M,28.0,Masters,Medical,3.0,Research & Development,Low,Junior Associate,5.0,Yes,Excellent,5.0,4.0,2.0,2.0,2.0,2.0,9.1116,NY,43.0,Married,13.0,No Option Plan,Low
1303,M,29.0,Masters,Other,7.0,Research & Development,Medium,Junior Associate,1.0,Yes,Excellent,7.0,4.0,2.0,7.0,0.0,7.0,0.6893,NY,50.0,Married,11.0,No Option Plan,Low
1304,M,26.0,Below College,Technical Degree,6.0,Research & Development,High,Junior Associate,0.0,No,Outstanding,7.0,2.0,3.0,4.0,0.0,4.0,4.9138,NY,29.0,Single,22.0,No Option Plan,Low
1305,M,30.0,Bachelors,Technical Degree,1.0,Research & Development,High,Junior Associate,9.0,Yes,Outstanding,3.0,4.0,3.0,0.0,0.0,0.0,4.89,NJ,24.0,Single,23.0,No Option Plan,Low
1306,M,25.0,Bachelors,Medical,2.0,Research & Development,Low,Junior Associate,5.0,No,Excellent,6.0,5.0,3.0,2.0,0.0,2.0,1.8306,NY,24.0,Married,13.0,Full Option Plan,Low
1307,M,29.0,Doctorate,Technical Degree,2.0,Research & Development,High,Junior Associate,5.0,No,Excellent,6.0,2.0,4.0,2.0,1.0,1.0,9.3886,NY,31.0,Married,16.0,No Option Plan,Low
1308,M,33.0,Below College,Medical,7.0,Research & Development,Medium,Manager,7.0,Yes,Excellent,15.0,2.0,4.0,6.0,7.0,7.0,7.6135,NY,39.0,Married,12.0,No Option Plan,Low
1309,M,33.0,Below College,Medical,4.0,Research & Development,Low,Junior Associate,7.0,No,Excellent,8.0,2.0,3.0,3.0,1.0,3.0,1.2346,NY,50.0,Divorced,13.0,Small Option Plan,Low
1310,F,31.0,Bachelors,Life Sciences,1.0,Operations,Low,Manager,3.0,No,Excellent,12.0,2.0,3.0,0.0,0.0,0.0,9.0356,NY,45.0,Married,12.0,No Option Plan,Low
1311,M,22.0,Below College,Technical Degree,2.0,Operations,High,Junior Associate,5.0,No,Excellent,4.0,3.0,3.0,2.0,1.0,2.0,8.5202,NY,50.0,Single,16.0,No Option Plan,Low
1312,F,26.0,Bachelors,Technical Degree,1.0,Operations,High,Junior Associate,1.0,Yes,Excellent,1.0,3.0,1.0,0.0,0.0,0.0,8.8291,NY,46.0,Single,18.0,No Option Plan,Low
1313,M,24.0,Bachelors,Life Sciences,6.0,Operations,Low,Junior Associate,1.0,Yes,Excellent,6.0,4.0,3.0,3.0,1.0,2.0,9.1798,NY,34.0,Married,16.0,Full Option Plan,Low
1314,F,20.0,Below College,Medical,1.0,Operations,Very High,Junior Associate,1.0,Yes,Excellent,1.0,5.0,3.0,0.0,1.0,1.0,8.0455,NJ,47.0,Single,11.0,No Option Plan,Low
1315,F,33.0,Bachelors,Life Sciences,10.0,Operations,Low,Junior Associate,1.0,Yes,Excellent,10.0,3.0,3.0,8.0,9.0,7.0,7.723,NY,50.0,Single,11.0,No Option Plan,Low
1316,F,28.0,Some College,Life Sciences,7.0,Operations,Low,Junior Associate,7.0,Yes,Excellent,10.0,4.0,3.0,7.0,3.0,7.0,9.6737,NJ,31.0,Single,13.0,No Option Plan,Low
1317,F,42.0,Bachelors,Medical,2.0,Research & Development,High,Junior Associate,6.0,Yes,Excellent,7.0,2.0,3.0,2.0,2.0,2.0,5.706,NJ,42.0,Divorced,12.0,No Option Plan,Low
1318,M,33.0,Masters,Other,10.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,10.0,2.0,2.0,9.0,7.0,8.0,7.7353,NJ,45.0,Single,13.0,No Option Plan,Low
1319,F,55.0,Bachelors,Medical,5.0,Research & Development,Very High,VP to C-Level,5.0,Yes,Excellent,24.0,2.0,3.0,2.0,1.0,4.0,4.6681,NY,42.0,Married,13.0,Full Option Plan,Low
1320,M,23.0,Bachelors,Life Sciences,0.0,Research & Development,High,Junior Associate,1.0,Yes,Outstanding,1.0,2.0,3.0,0.0,0.0,0.0,4.8289,NY,38.0,Married,21.0,Large Option Plan,Low
1321,F,29.0,Some College,Life Sciences,1.0,Research & Development,Medium,Junior Associate,1.0,Yes,Excellent,1.0,1.0,3.0,0.0,0.0,0.0,0.4621,NY,21.0,Married,11.0,Full Option Plan,Low
1322,M,58.0,Masters,Life Sciences,31.0,Research & Development,Very High,VP to C-Level,7.0,Yes,Excellent,40.0,2.0,3.0,15.0,13.0,8.0,7.0784,NJ,41.0,Single,12.0,No Option Plan,Low
1323,M,28.0,Masters,Medical,2.0,Research & Development,High,Junior Associate,6.0,No,Excellent,5.0,3.0,2.0,2.0,2.0,1.0,7.0209,NY,28.0,Single,17.0,No Option Plan,Low
1324,F,26.0,Some College,Medical,8.0,Research & Development,High,Junior Associate,1.0,Yes,Excellent,8.0,2.0,3.0,7.0,1.0,7.0,0.5022,NY,46.0,Married,14.0,Full Option Plan,Low
1325,M,35.0,Masters,Life Sciences,10.0,Information Technology,Very High,Junior Associate,1.0,Yes,Excellent,10.0,3.0,2.0,2.0,7.0,8.0,5.6508,NY,47.0,Divorced,19.0,Full Option Plan,Low
1326,M,32.0,Masters,Life Sciences,1.0,Information Technology,Low,Junior Associate,1.0,Yes,Outstanding,1.0,2.0,1.0,0.0,0.0,1.0,9.6553,NJ,40.0,Single,24.0,No Option Plan,Low
1327,F,58.0,Below College,Life Sciences,1.0,Information Technology,Very High,Junior Associate,9.0,Yes,Excellent,3.0,3.0,2.0,0.0,0.0,0.0,9.466,NY,39.0,Divorced,14.0,Full Option Plan,Low
1328,M,21.0,Below College,Other,1.0,Information Technology,Very High,Junior Associate,1.0,No,Excellent,1.0,3.0,2.0,0.0,0.0,0.0,7.5418,NY,22.0,Single,19.0,No Option Plan,Low
1329,F,22.0,Below College,Life Sciences,3.0,Information Technology,Medium,Associate,0.0,Yes,Excellent,4.0,3.0,4.0,2.0,0.0,2.0,2.0988,NJ,37.0,Married,19.0,Full Option Plan,Low
1330,M,41.0,Masters,Life Sciences,7.0,Information Technology,Medium,Junior Associate,4.0,Yes,Excellent,10.0,1.0,2.0,7.0,1.0,0.0,7.8035,NJ,33.0,Divorced,13.0,Full Option Plan,Low
1331,M,39.0,Bachelors,Medical,2.0,Research & Development,Very High,Junior Associate,7.0,Yes,Outstanding,8.0,2.0,1.0,2.0,2.0,2.0,8.8376,NY,21.0,Married,21.0,No Option Plan,Low
